path,target,split
train/target_laser_camera1_4351_61595264860001420x1639.jpg,2,train
train/target_gun_IMG_342171129x59.jpg,3,train
train/target_tank_IMG_26971984x531.jpg,4,train
train/target_gun_IMG_392981415x0.jpg,3,train
train/target_laser_camera4_4296_16014660414500970001005x1423.jpg,2,train
train/target_human_IMG_42240994x1550.jpg,1,train
train/target_human_IMG_18178875x1614.jpg,1,train
train/target_human_IMG_27342880x515.jpg,1,train
train/target_human_camera4_8041_16014662782500970001140x457.jpg,1,train
train/target_laser_camera1_3811_5271650312500923x428.jpg,2,train
train/target_laser_camera1_24379_4279713914886756x501.jpg,2,train
train/human_IMG_35256737x1789.jpg,0,train
train/human_IMG_10301749x451.jpg,0,train
train/target_human_IMG_273101048x1279.jpg,1,train
train/target_human_camera1_4567_6172097902000915x378.jpg,1,train
train/target_laser_camera4_5771_1601466134500097000846x1636.jpg,2,train
train/target_tank_IMG_27744965x1352.jpg,4,train
train/target_gun_IMG_29485906x1895.jpg,3,train
train/target_human_IMG_427591006x1507.jpg,1,train
train/target_laser_camera1_11179_16013807521846400001446x1847.jpg,2,train
train/target_gun_IMG_29108949x1195.jpg,3,train
train/human_IMG_37418889x858.jpg,0,train
train/target_gun_IMG_287201117x1476.jpg,3,train
train/target_human_camera1_4365_61603360090001282x1286.jpg,1,train
train/target_human_IMG_23998993x1790.jpg,1,train
train/target_laser_camera4_5781_1601466135150097000851x859.jpg,2,train
train/human_IMG_36753946x1717.jpg,0,train
train/target_human_IMG_18492990x1187.jpg,1,train
train/target_laser_camera4_2281_16014659142500970001152x271.jpg,2,train
train/target_human_IMG_19697937x341.jpg,1,train
train/human_IMG_37290795x790.jpg,0,train
train/human_IMG_5375600x222.jpg,0,train
train/target_gun_IMG_28811824x1069.jpg,3,train
train/human_IMG_34219938x760.jpg,0,train
train/target_human_IMG_33863910x47.jpg,1,train
train/target_human_IMG_375901017x410.jpg,1,train
train/target_human_camera2_1461_16014645890882999001043x28.jpg,1,train
train/target_laser_camera3_5238_16019803070929421001106x1439.jpg,2,train
train/target_gun_IMG_30259849x1002.jpg,3,train
train/target_laser_camera1_4424_61637645770001347x1256.jpg,2,train
train/target_human_camera1_4555_61714788550001032x1099.jpg,1,train
train/target_human_IMG_3307763x451.jpg,1,train
train/target_human_IMG_18247927x314.jpg,1,train
train/target_human_IMG_33862874x648.jpg,1,train
train/target_tank_IMG_300051134x1569.jpg,4,train
train/human_IMG_35575907x1901.jpg,0,train
train/target_laser_camera4_2475_16019801619028217001474x1231.jpg,2,train
train/human_IMG_41520845x1302.jpg,0,train
train/target_laser_camera1_2366_16014659256118008001243x679.jpg,2,train
train/target_laser_camera1_10918_16013807391346400001453x209.jpg,2,train
train/target_gun_IMG_197211030x265.jpg,3,train
train/target_laser_camera4_1108_16019800968076487001547x581.jpg,2,train
train/target_gun_IMG_379891092x807.jpg,3,train
train/target_human_IMG_41775694x1894.jpg,1,train
train/target_human_IMG_41767879x1642.jpg,1,train
train/target_laser_camera3_1561_16014645955761236001195x1922.jpg,2,train
train/target_human_camera4_2349_1601980155902827700970x725.jpg,1,train
train/target_human_IMG_26921918x1129.jpg,1,train
train/target_gun_IMG_37749902x1262.jpg,3,train
train/target_tank_IMG_413241016x299.jpg,4,train
train/target_human_IMG_18145950x1691.jpg,1,train
train/target_human_IMG_37068962x954.jpg,1,train
train/human_IMG_35600732x1627.jpg,0,train
train/target_laser_camera4_5281_16014648327992789001456x1752.jpg,2,train
train/target_laser_camera4_5326_16014648358992789001105x200.jpg,2,train
train/target_human_IMG_221191032x0.jpg,1,train
train/target_laser_camera1_27026_4288187099862366x361.jpg,2,train
train/human_IMG_35594757x478.jpg,0,train
train/target_human_camera1_4419_53090788465001053x1087.jpg,1,train
train/target_gun_IMG_41896849x1307.jpg,3,train
train/target_human_IMG_41928868x1194.jpg,1,train
train/target_laser_camera2_2151_16014646336382999001080x1252.jpg,2,train
train/target_human_camera1_11016_1601978537091884100921x1540.jpg,1,train
train/human_IMG_37415976x460.jpg,0,train
train/target_human_IMG_221381266x350.jpg,1,train
train/target_human_camera1_7824_4226737133626281x0.jpg,1,train
train/target_laser_camera1_53060_4371501599050473x248.jpg,2,train
train/target_human_IMG_18171846x1533.jpg,1,train
train/target_gun_IMG_282471158x1266.jpg,3,train
train/human_IMG_8432636x681.jpg,0,train
train/target_tank_IMG_42772945x1418.jpg,4,train
train/target_human_camera4_5051_16014648178492789001075x1232.jpg,1,train
train/target_tank_IMG_35105987x1880.jpg,4,train
train/target_tank_IMG_350531014x1175.jpg,4,train
train/target_human_IMG_31601961x1759.jpg,1,train
train/target_human_IMG_199001017x418.jpg,1,train
train/target_human_IMG_28143858x413.jpg,1,train
train/target_human_IMG_274471067x1305.jpg,1,train
train/human_IMG_35595902x811.jpg,0,train
train/target_gun_IMG_388951023x551.jpg,3,train
train/human_IMG_355971048x1406.jpg,0,train
train/human_IMG_8436643x225.jpg,0,train
train/target_laser_camera1_18598_4261215565538724x347.jpg,2,train
train/target_laser_camera4_1331_16014658540000970001337x1769.jpg,2,train
train/target_human_camera1_16287_4253820705338455x940.jpg,1,train
train/target_human_IMG_34174725x1843.jpg,1,train
train/target_gun_IMG_333941027x1340.jpg,3,train
train/target_human_camera3_955_1601980092942942100925x1630.jpg,1,train
train/target_human_IMG_38707955x0.jpg,1,train
train/target_human_IMG_130681024x941.jpg,1,train
train/target_gun_IMG_212381120x922.jpg,3,train
train/target_tank_IMG_322901011x250.jpg,4,train
train/target_laser_camera1_11017_16013807440846400001495x1436.jpg,2,train
train/target_gun_IMG_360251050x258.jpg,3,train
train/target_tank_IMG_23043922x1197.jpg,4,train
train/human_IMG_38521918x129.jpg,0,train
train/target_human_camera1_4576_6172621711000802x1457.jpg,1,train
train/target_human_camera4_1691_1601465876800097000850x490.jpg,1,train
train/target_tank_IMG_382361237x798.jpg,4,train
train/human_IMG_16206764x1786.jpg,0,train
train/target_human_IMG_38165959x1722.jpg,1,train
train/target_tank_IMG_172761092x186.jpg,4,train
train/target_gun_IMG_20362859x204.jpg,3,train
train/target_tank_IMG_421411035x1811.jpg,4,train
train/human_IMG_42142926x2.jpg,0,train
train/target_gun_IMG_41278961x908.jpg,3,train
train/target_human_camera3_1482_16019780261860702001204x1220.jpg,1,train
train/human_IMG_16644851x1965.jpg,0,train
train/target_tank_IMG_24315944x448.jpg,4,train
train/human_IMG_16191755x1327.jpg,0,train
train/target_laser_camera1_4502_61683360010001561x204.jpg,2,train
train/target_human_IMG_36783879x1150.jpg,1,train
train/target_gun_IMG_171111088x1157.jpg,3,train
train/human_IMG_35249917x757.jpg,0,train
train/target_gun_IMG_419671083x1140.jpg,3,train
train/target_human_camera1_27186_4288699074742352x334.jpg,1,train
train/human_IMG_36804863x106.jpg,0,train
train/target_human_camera2_8276_16014663029092366001042x1018.jpg,1,train
train/target_human_IMG_24138904x258.jpg,1,train
train/target_gun_IMG_35764943x1153.jpg,3,train
train/target_human_IMG_16667988x1211.jpg,1,train
train/target_human_camera2_2341_16014646459882999001009x1266.jpg,1,train
train/target_human_IMG_34239548x1551.jpg,1,train
train/target_human_camera2_2116_1601464631438299900978x1990.jpg,1,train
train/target_human_IMG_16247825x400.jpg,1,train
train/target_human_IMG_329301023x1913.jpg,1,train
train/target_tank_IMG_183911030x937.jpg,4,train
train/target_laser_camera4_2619_16019801687599577001402x1863.jpg,2,train
train/target_human_IMG_18498956x978.jpg,1,train
train/target_human_camera2_2186_16014646358882999001045x974.jpg,1,train
train/target_human_IMG_30087567x385.jpg,1,train
train/target_human_camera1_24272_4279371528846317x171.jpg,1,train
train/target_human_camera3_6054_1746705607900722x1433.jpg,1,train
train/target_gun_IMG_344181167x729.jpg,3,train
train/human_IMG_5607720x328.jpg,0,train
train/target_tank_IMG_281801075x1035.jpg,4,train
train/target_human_IMG_16658882x1590.jpg,1,train
train/target_human_camera3_1546_16014645945261236001044x679.jpg,1,train
train/target_human_IMG_323141002x114.jpg,1,train
train/target_gun_IMG_30589992x740.jpg,3,train
train/target_gun_IMG_424021000x892.jpg,3,train
train/target_gun_IMG_355781145x1159.jpg,3,train
train/target_human_IMG_16191902x1875.jpg,1,train
train/target_laser_camera1_4809_61859550310001405x1451.jpg,2,train
train/target_gun_IMG_171081067x810.jpg,3,train
train/human_IMG_35579928x1247.jpg,0,train
train/target_gun_IMG_217591096x1298.jpg,3,train
train/target_human_IMG_369361006x1955.jpg,1,train
train/target_human_IMG_38532935x359.jpg,1,train
train/target_tank_IMG_381421424x1084.jpg,4,train
train/target_human_IMG_17164924x1135.jpg,1,train
train/target_tank_IMG_33196934x0.jpg,4,train
train/target_tank_IMG_38727939x1726.jpg,4,train
train/target_human_IMG_23075737x49.jpg,1,train
train/target_tank_IMG_288651049x165.jpg,4,train
train/human_IMG_42660791x303.jpg,0,train
train/target_gun_IMG_183281147x759.jpg,3,train
train/target_human_IMG_16099951x860.jpg,1,train
train/target_gun_IMG_208001024x716.jpg,3,train
train/target_laser_camera1_4364_61602883900001248x1725.jpg,2,train
train/target_human_IMG_26069970x1786.jpg,1,train
train/target_tank_IMG_26522911x1400.jpg,4,train
train/target_laser_camera2_2376_16014646482382999001067x958.jpg,2,train
train/target_human_IMG_38568917x434.jpg,1,train
train/human_IMG_10290825x1079.jpg,0,train
train/target_gun_IMG_37750922x1164.jpg,3,train
train/target_gun_IMG_199831071x1979.jpg,3,train
train/target_human_IMG_18483930x1503.jpg,1,train
train/target_laser_camera1_4351_61595264860001241x123.jpg,2,train
train/target_laser_camera2_4501_52354137551001166x1482.jpg,2,train
train/target_human_IMG_29690936x1027.jpg,1,train
train/target_human_IMG_18774980x1816.jpg,1,train
train/target_tank_IMG_386721152x0.jpg,4,train
train/target_human_IMG_34074892x1122.jpg,1,train
train/target_human_camera2_4251_1601466039609236600908x925.jpg,1,train
train/human_IMG_160021192x670.jpg,0,train
train/human_IMG_375161162x1568.jpg,0,train
train/target_laser_camera1_4753_61826693200001323x116.jpg,2,train
train/target_human_IMG_4138907x63.jpg,1,train
train/target_human_IMG_13048927x1421.jpg,1,train
train/target_human_IMG_202551159x440.jpg,1,train
train/target_human_IMG_37701792x623.jpg,1,train
train/target_laser_camera4_1711_16014658781500970001139x97.jpg,2,train
train/human_IMG_16184768x1836.jpg,0,train
train/human_IMG_160091218x774.jpg,0,train
train/target_laser_camera1_5266_16014648453628351001486x482.jpg,2,train
train/target_human_camera3_5866_1720419919900999x103.jpg,1,train
train/target_laser_camera2_1431_16014645871382999001052x655.jpg,2,train
train/target_human_camera4_6746_1601464929399278900848x1570.jpg,1,train
train/target_human_IMG_17101931x1723.jpg,1,train
train/target_human_IMG_34297893x106.jpg,1,train
train/target_laser_camera1_30951_4300746483638446x635.jpg,2,train
train/target_human_camera1_23047_4275451721414129x990.jpg,1,train
train/target_tank_IMG_27998900x1223.jpg,4,train
train/target_human_IMG_35229911x150.jpg,1,train
train/target_gun_IMG_231441059x1224.jpg,3,train
train/target_laser_camera1_7416_4225428397070639x219.jpg,2,train
train/target_human_camera1_4423_61637169580001145x1342.jpg,1,train
train/target_human_camera2_1021_16014645615382999001064x192.jpg,1,train
train/human_IMG_8438616x482.jpg,0,train
train/target_gun_IMG_229571015x1363.jpg,3,train
train/target_gun_IMG_417181093x640.jpg,3,train
train/target_human_IMG_325311172x1022.jpg,1,train
train/target_human_IMG_384271008x1881.jpg,1,train
train/target_human_IMG_310221039x1140.jpg,1,train
train/target_human_IMG_37909708x2018.jpg,1,train
train/target_human_IMG_26072963x1048.jpg,1,train
train/target_human_IMG_35675862x614.jpg,1,train
train/target_laser_camera4_4311_16014660424500970001014x1360.jpg,2,train
train/target_gun_IMG_266821056x621.jpg,3,train
train/target_gun_IMG_41739958x908.jpg,3,train
train/target_human_camera1_11277_1601978550141884100975x1492.jpg,1,train
train/target_gun_IMG_362061081x630.jpg,3,train
train/target_human_IMG_35528712x1400.jpg,1,train
train/target_gun_IMG_354191029x1055.jpg,3,train
train/target_gun_IMG_103491031x978.jpg,3,train
train/target_gun_IMG_197941010x1349.jpg,3,train
train/target_human_camera4_1647_16019801224742897001362x1618.jpg,1,train
train/target_human_IMG_34303916x1939.jpg,1,train
train/target_laser_camera3_2637_16019801770429421001031x297.jpg,2,train
train/target_human_camera1_23013_4275342928250183x826.jpg,1,train
train/target_human_IMG_38605999x1227.jpg,1,train
train/target_human_IMG_41951854x763.jpg,1,train
train/target_human_camera1_31753_4303312763850327x449.jpg,1,train
train/target_human_IMG_25738926x1091.jpg,1,train
train/target_tank_IMG_33551061x40.jpg,4,train
train/target_gun_IMG_240181076x218.jpg,3,train
train/target_laser_camera1_4374_53064121825001216x891.jpg,2,train
train/human_IMG_16526717x343.jpg,0,train
train/target_laser_camera1_18505_16013811332846400001212x280.jpg,2,train
train/target_human_IMG_20921916x1359.jpg,1,train
train/target_laser_camera3_2421_16019801662429421001392x1504.jpg,2,train
train/target_laser_camera2_951_16014658302092366001110x1633.jpg,2,train
train/target_human_IMG_34588878x681.jpg,1,train
train/target_human_camera1_36755_431932802311091x0.jpg,1,train
train/target_gun_IMG_201491017x1515.jpg,3,train
train/target_human_IMG_29020806x1971.jpg,1,train
train/target_human_IMG_38644964x746.jpg,1,train
train/target_gun_IMG_261231044x1440.jpg,3,train
train/target_human_IMG_23871949x1856.jpg,1,train
train/target_human_camera4_791_16014645469992789001052x391.jpg,1,train
train/target_human_IMG_42389934x1071.jpg,1,train
train/target_human_IMG_33863868x651.jpg,1,train
train/target_human_IMG_20074920x895.jpg,1,train
train/target_human_IMG_167111102x513.jpg,1,train
train/target_laser_camera1_4428_53096978935001192x1851.jpg,2,train
train/target_human_camera4_1891_1601464613549278900949x1148.jpg,1,train
train/human_IMG_10296862x772.jpg,0,train
train/target_human_IMG_28606923x1438.jpg,1,train
train/target_human_camera4_1756_16014646050492789001107x957.jpg,1,train
train/target_tank_IMG_35279871x600.jpg,4,train
train/target_tank_IMG_382291035x51.jpg,4,train
train/target_gun_IMG_39121879x1452.jpg,3,train
train/target_gun_IMG_169291138x2005.jpg,3,train
train/target_human_IMG_39123819x953.jpg,1,train
train/target_gun_IMG_297331049x1173.jpg,3,train
train/target_tank_IMG_221601262x778.jpg,4,train
train/target_human_camera1_30025_4297783429018382x13.jpg,1,train
train/target_human_camera4_1683_16019801241885737001296x1589.jpg,1,train
train/target_tank_IMG_26797929x1124.jpg,4,train
train/target_human_IMG_34022859x844.jpg,1,train
train/target_gun_IMG_180171262x1787.jpg,3,train
train/target_human_camera2_2944_5176526458100984x53.jpg,1,train
train/target_human_camera3_1541_16014658715750304001017x1291.jpg,1,train
train/target_human_IMG_34072668x165.jpg,1,train
train/target_tank_IMG_383561222x1908.jpg,4,train
train/target_laser_camera4_1629_16019801216171477001508x1278.jpg,2,train
train/target_tank_IMG_27752955x1705.jpg,4,train
train/target_tank_IMG_20300956x605.jpg,4,train
train/target_human_IMG_33475988x1107.jpg,1,train
train/target_tank_IMG_177421118x807.jpg,4,train
train/target_gun_IMG_31683858x355.jpg,3,train
train/target_gun_IMG_174361179x181.jpg,3,train
train/target_tank_IMG_23838885x114.jpg,4,train
train/human_IMG_16314772x1091.jpg,0,train
train/target_gun_IMG_35576999x1741.jpg,3,train
train/target_gun_IMG_314371008x199.jpg,3,train
train/target_human_IMG_18372857x1569.jpg,1,train
train/target_human_IMG_35264877x1302.jpg,1,train
train/target_human_camera3_771_16014645465261236001074x717.jpg,1,train
train/target_human_IMG_17243949x1645.jpg,1,train
train/target_human_IMG_37791868x355.jpg,1,train
train/target_gun_IMG_357141073x1262.jpg,3,train
train/target_tank_IMG_39028975x1110.jpg,4,train
train/human_IMG_27342712x118.jpg,0,train
train/target_human_IMG_346271093x860.jpg,1,train
train/target_human_camera4_5046_16014648175492789001037x48.jpg,1,train
train/target_tank_IMG_37198938x500.jpg,4,train
train/target_human_camera4_2216_1601465910050097000962x1034.jpg,1,train
train/human_IMG_355861000x704.jpg,0,train
train/target_tank_IMG_354441014x784.jpg,4,train
train/target_laser_camera1_3853_61309550860001143x85.jpg,2,train
train/target_tank_IMG_292731083x1643.jpg,4,train
train/target_gun_IMG_380881021x1827.jpg,3,train
train/target_tank_IMG_33197937x0.jpg,4,train
train/target_human_IMG_26537963x1987.jpg,1,train
train/target_laser_camera1_14511_4248137786826591x287.jpg,2,train
train/human_IMG_41663813x801.jpg,0,train
train/target_laser_camera1_4663_61775264680001376x1611.jpg,2,train
train/target_human_camera4_1044_16019800937600327001125x1774.jpg,1,train
train/target_gun_IMG_217271055x310.jpg,3,train
train/target_gun_IMG_346671096x1481.jpg,3,train
train/target_human_camera1_4374_53064121825001199x890.jpg,1,train
train/target_human_IMG_31017917x41.jpg,1,train
train/target_human_camera3_1576_1601464596476123600902x1547.jpg,1,train
train/target_human_IMG_34442972x1579.jpg,1,train
train/target_laser_camera3_1419_16019780225360702001176x872.jpg,2,train
train/target_tank_IMG_393141232x0.jpg,4,train
train/target_laser_camera1_4537_61703359990001176x786.jpg,2,train
train/target_human_IMG_31770840x716.jpg,1,train
train/target_tank_IMG_301931009x14.jpg,4,train
train/human_IMG_41351874x385.jpg,0,train
train/target_human_camera3_9574_1601978492836070200986x1024.jpg,1,train
train/target_human_IMG_21643981x423.jpg,1,train
train/target_gun_IMG_393001067x17.jpg,3,train
train/target_human_IMG_346261011x1189.jpg,1,train
train/target_tank_IMG_258761041x1861.jpg,4,train
train/target_human_IMG_29362933x1083.jpg,1,train
train/target_tank_IMG_202841122x743.jpg,4,train
train/target_human_camera3_2981_16014646884761236001015x987.jpg,1,train
train/target_human_camera2_1396_16014645848882999001050x1728.jpg,1,train
train/target_gun_IMG_379551119x1703.jpg,3,train
train/target_human_camera2_2076_16014646287882999001050x1006.jpg,1,train
train/target_laser_camera1_16218_4253599916026489x492.jpg,2,train
train/target_human_IMG_34682951x1579.jpg,1,train
train/target_tank_IMG_300071080x1370.jpg,4,train
train/target_laser_camera3_6323_17848960459001413x1342.jpg,2,train
train/target_laser_camera4_5386_16014648398992789001087x327.jpg,2,train
train/target_human_IMG_17166916x1591.jpg,1,train
train/target_human_IMG_18493930x1018.jpg,1,train
train/target_human_IMG_34318261x1673.jpg,1,train
train/target_human_IMG_164121071x1278.jpg,1,train
train/target_human_IMG_386151323x403.jpg,1,train
train/target_gun_IMG_248561028x581.jpg,3,train
train/target_human_camera2_1026_16014645618382999001023x759.jpg,1,train
train/target_laser_camera1_24708_4280766661382756x588.jpg,2,train
train/target_tank_IMG_360571756x1967.jpg,4,train
train/target_tank_IMG_243771185x1105.jpg,4,train
train/target_laser_camera4_5066_16014648188492789001416x1589.jpg,2,train
train/target_human_camera1_7586_16014662776118008001158x972.jpg,1,train
train/target_human_camera3_801_16014645483761236001050x761.jpg,1,train
train/target_human_IMG_32622851x1329.jpg,1,train
train/target_laser_camera3_1451_16014645886761236001168x1089.jpg,2,train
train/target_gun_IMG_360351425x2008.jpg,3,train
train/human_IMG_10300942x153.jpg,0,train
train/human_IMG_5605712x350.jpg,0,train
train/target_human_IMG_28914981x251.jpg,1,train
train/target_human_IMG_20590943x1596.jpg,1,train
train/target_human_IMG_16322967x1186.jpg,1,train
train/target_human_IMG_213511007x1289.jpg,1,train
train/target_human_IMG_29578953x1118.jpg,1,train
train/target_gun_IMG_334561023x73.jpg,3,train
train/target_human_IMG_311641015x27.jpg,1,train
train/target_human_IMG_17248958x1752.jpg,1,train
train/target_laser_camera1_4426_61639074340001473x582.jpg,2,train
train/target_laser_camera1_4010_52838407765001105x470.jpg,2,train
train/target_human_IMG_37746895x1869.jpg,1,train
train/target_human_camera1_4354_61596693430001005x461.jpg,1,train
train/target_laser_camera1_3853_61309550860001143x247.jpg,2,train
train/target_laser_camera4_2311_16014659161000970001254x1307.jpg,2,train
train/target_human_IMG_32799844x53.jpg,1,train
train/target_tank_IMG_41321889x546.jpg,4,train
train/target_laser_camera4_1062_16019800946171747001540x25.jpg,2,train
train/target_gun_IMG_288281048x666.jpg,3,train
train/target_tank_IMG_23855903x206.jpg,4,train
train/target_laser_camera1_4373_61608121990001522x1344.jpg,2,train
train/human_IMG_27646725x1178.jpg,0,train
train/target_tank_IMG_168771013x919.jpg,4,train
train/target_laser_camera2_2496_16014646558882999001134x1091.jpg,2,train
train/target_laser_camera1_4353_61596217240001276x1072.jpg,2,train
train/target_laser_camera1_3137_5230459877500998x428.jpg,2,train
train/target_human_IMG_25997784x1110.jpg,1,train
train/target_human_IMG_37592962x392.jpg,1,train
train/target_laser_camera1_10909_16013807386846400001449x202.jpg,2,train
train/target_gun_IMG_41831955x349.jpg,3,train
train/target_laser_camera1_4426_61639074340001454x1036.jpg,2,train
train/target_human_IMG_34300925x1148.jpg,1,train
train/target_gun_IMG_176811043x410.jpg,3,train
train/target_human_camera4_1291_16014645760992789001116x1667.jpg,1,train
train/target_human_camera1_4424_61637645770001317x1686.jpg,1,train
train/target_human_camera1_17686_16013810856846400001141x2019.jpg,1,train
train/human_IMG_59031021x952.jpg,0,train
train/target_human_camera1_4376_61610026750001349x1624.jpg,1,train
train/target_human_IMG_4138910x584.jpg,1,train
train/target_gun_IMG_37262969x1336.jpg,3,train
train/target_laser_camera3_6267_1776991291900920x197.jpg,2,train
train/target_human_IMG_41707751x353.jpg,1,train
train/target_human_camera2_916_16014645550382999001069x1263.jpg,1,train
train/target_gun_IMG_385621105x303.jpg,3,train
train/target_tank_IMG_172841058x140.jpg,4,train
